Site;TipoNome;Estado;Municipio;Endereço;Técnico;Matrícula;Dono;Ano_Mes;id_anomes_site
PBPOS04;Claro;PB;PATOS;RUA DONATO LOCIO, S/N JATOBA;Diogo De Farias Oliveira;92033181.0;COMPARTILHADO;202210;202210PBPOS04
PBPOS05;Claro;PB;PATOS;RUA JOÃO DA MATA, 36 CENTRO;Diogo De Farias Oliveira;92033181.0;COMPARTILHADO;202210;202210PBPOS05
PBPOS09;Claro;PB;PATOS;RUA MARIA DA GUIA DO Ó, S/N NOVA CONQUISTA;Diogo De Farias Oliveira;92033181.0;COMPARTILHADO;202210;202210PBPOS09
PBPOS90;Claro;PB;PATOS;RUA ESC RUI BARBOSA, 151 CENTRO;Diogo De Farias Oliveira;92033181.0;COMPARTILHADO;202210;202210PBPOS90
PBPOZ01;Claro;PB;PILÕEZINHOS;PROPRIEDADE PILÕEZINHOS, S/N CENTRO;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBPOZ01
PBPVD01;Claro;PB;PEDRA LAVRADA;R PROJETADA 02, S/N CENTRO;ERIK DE ARAUJO DELMIRO;92416604.0;;202210;202210PBPVD01
PBPYL01;Claro;PB;PILÕES;R SITIO SAO DOMINGOS , S/N SAO JOSE;ERIK DE ARAUJO DELMIRO;92416604.0;;202210;202210PBPYL01
PBQUS01;Claro;PB;QUEIMADAS;SÍTIO SERRA QUEIMADAS, S/N ZONA RURAL;Marinaldo Albuquerque De Melo;32001284.0;HÍBRIDO;202210;202210PBQUS01
PBQUS02;Claro;PB;QUEIMADAS;RUA BRAZ CARDOSO TAVEIRA, S/N VILA;Marinaldo Albuquerque De Melo;32001284.0;CLARO;202210;202210PBQUS02
PBQUS03;Claro;PB;QUEIMADAS;RUA JOSÉ MAIA, S/N CENTRO;Marinaldo Albuquerque De Melo;32001284.0;CLARO;202210;202210PBQUS03
PBQUS05;Claro;PB;QUEIMADAS;RUA MARIANO PAULINO DE SOUSA, 10 SITIO PEDRA DO SINO;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBQUS05
PBRCBR1;Claro;PB;RIACHÃO DO BACAMARTE;RODOVIA BR 230, S/N ZONA RURAL;Marinaldo Albuquerque De Melo;32001284.0;CLARO;202210;202210PBRCBR1
PBRHO01;Claro;PB;PAULISTA;SÍTIO QUEIMADO, S/N ZONA RURAL;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;CLARO;202210;202210PBRHO01
PBRHO02;Claro;PB;RIACHO DOS CAVALOS;R RUA DOUTOR ANTONIO CARNEIRO , S/N CENTRO;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;;202210;202210PBRHO02
PBRMG01;Claro;PB;REMÍGIO;RUA PATRÍCIO VALENTIN, S/N ZONA RURAL;ERIK DE ARAUJO DELMIRO;92416604.0;CLARO;202210;202210PBRMG01
PBRTT01;Claro;PB;RIO TINTO;RUA ANTÔNIO RODRIGUES DE OLIVEIRA, S/N CENTRO;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBRTT01
PBSAM01;Claro;PB;SÃO MAMEDE;R PREFEITO ANTONIO BENTO DE MORAES, S/N ZONA RURAL;Diogo De Farias Oliveira;92033181.0;;202210;202210PBSAM01
PBSBT01;Claro;PB;SÃO BENTO;RUA FRANCISCO SABINO DE FREITAS, S/N CICERO DIAS;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;CLARO;202210;202210PBSBT01
PBSBT02;Claro;PB;SÃO BENTO;RUA MARIA MADALENA DA CONCEIÇÃO, S/N XIQUE XIQUE;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;COMPARTILHADO;202210;202210PBSBT02
PBSDZ01;Claro;PB;SERRA DA RAIZ;RUA BENTO JOSÉ DA COSTA, S/N CENTRO;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBSDZ01
PBSER01;Claro;PB;SERTÃOZINHO;SÍTIO LAGOA SECA, S/N ZONA RURAL;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBSER01
PBSID01;Claro;PB;SERIDÓ;RUA ,;ERIK DE ARAUJO DELMIRO;92416604.0;;202210;202210PBSID01
PBSLZ01;Claro;PB;SANTA LUZIA;LOTEAMENTO VISÃO PANORÂMICA, S/N ZONA RURAL;Diogo De Farias Oliveira;92033181.0;CLARO;202210;202210PBSLZ01
PBSOA01;Claro;PB;SOLÂNEA;RUA DIONISIO RODRIGUES COSTA, S/N CENTRO;ERIK DE ARAUJO DELMIRO;92416604.0;COMPARTILHADO;202210;202210PBSOA01
PBSOA02;Claro;PB;SOLÂNEA;RUA SÃO JOSÉ, S/N CENTRO;ERIK DE ARAUJO DELMIRO;92416604.0;CLARO;202210;202210PBSOA02
PBSOB01;Claro;PB;SOBRADO;ESTRADA SAPÉ-SOBRADO, S/N ZONA RURAL;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBSOB01
PBSOBR1;Claro;PB;SOBRADO;RODOVIA BR 230, S/N ZONA RURAL;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBSOBR1
PBSOD01;Claro;PB;SOLEDADE;RUA VENÂNCIO MARTINS SAMPAIO, S/N ALTO BELA VISTA;Marinaldo Albuquerque De Melo;32001284.0;CLARO;202210;202210PBSOD01
PBSOS01;Claro;PB;SOSSÊGO;RUA PEDRO JOSÉ, S/N ZONA RURAL;ERIK DE ARAUJO DELMIRO;92416604.0;CLARO;202210;202210PBSOS01
PBSOWR1;Claro;PB;SANTANA DOS GARROTES;R JOAO MARTINES DA SILVA, S/N PLANALTO;;0.0;COMPARTILHADO;202210;202210PBSOWR1
PBSPH01;Claro;PB;SAPÉ;TRAVESSA CÔNEGO JOÃO DE DEUS, S/N CENTRO;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBSPH01
PBSPH02;Claro;PB;SAPÉ;AVENIDA MANOEL MOREIRA DA SILVA, S/N CENTRO;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBSPH02
PBSPH04;Claro;PB;SAPÉ;RUA PROJETADA 08, S/N LOTEAMENTO AUGUSTO MEIRELES;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBSPH04
PBSPH05;Claro;PB;SAPÉ;LOTEAMENTO JOSÉ FELICIANO III, S/N CENTRO;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBSPH05
PBSPN01;Claro;PB;SÃO JOSÉ DE PIRANHAS;FAZENDA JATOBÁ, S/N ZONA RURAL;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;CLARO;202210;202210PBSPN01
PBSPNR1;Claro;PB;SÃO JOSÉ DE PIRANHAS;SÍTIO SERRA DO VITAL, S/N ZONA RURAL;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;CLARO;202210;202210PBSPNR1
PBSRB01;Claro;PB;SERRA BRANCA;RUA ORNILO DE ARAÚJO, S/N LIMEIRÃO;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBSRB01
PBSRI01;Claro;PB;SANTA RITA;RUA ADALBERTO CÂNDIDO DE MELO, 151 POPULAR;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBSRI01
PBSRI02;Claro;PB;SANTA RITA;AVENIDA CAMPINA GRANDE, S/N MUNICIPIOS;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBSRI02
PBSRI04;Claro;PB;SANTA RITA;RUA NOVA, S/N POPULAR;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBSRI04
PBSRI05;Claro;PB;SANTA RITA;RUA PADRE GERALDO PINTO, S/N TIBIRI;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBSRI05
PBSRI06;Claro;PB;SANTA RITA;RODOVIA BR 230, S/N POPULAR;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBSRI06
PBSRIR1;Claro;PB;SANTA RITA;RODOVIA BR 101, S/N ZONA RURAL;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBSRIR1
PBSRIR2;Claro;PB;SANTA RITA;RODOVIA BR 101, KM 58,5 ZONA RURAL;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBSRIR2
PBSRIR3;Claro;PB;CRUZ DO ESPÍRITO SANTO;RODOVIA BR 230, S/N ZONA RURAL;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBSRIR3
PBSRIR4;Claro;PB;CRUZ DO ESPÍRITO SANTO;RODOVIA BR 230, S/N ZONA RURAL;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBSRIR4
PBSRY02;Claro;PB;SERRARIA;Sitio SITIO RONCADOR , S/N Zona Rural;ERIK DE ARAUJO DELMIRO;92416604.0;;202210;202210PBSRY02
PBSUE01;Claro;PB;SUMÉ;SÍTIO BRANQUINHO, S/N ZONA RURAL;Diogo De Farias Oliveira;92033181.0;CLARO;202210;202210PBSUE01
PBSXQ01;Claro;PB;SÃO JOÃO DO RIO DO PEIXE;LOTEAMENTO SANTO ANTONIO, S/N ZONA URBANA;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;CLARO;202210;202210PBSXQ01
PBSXQ90;Claro;PB;SÃO JOÃO DO RIO DO PEIXE;RODOVIA PB 405, S/N ZONA RURAL;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;CLARO;202210;202210PBSXQ90
PBSZA01;Claro;PB;SOUSA;RUA FRANCISCO ALMEIDA DE FIGUEIREDO, S/N CENTRO;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;CLARO;202210;202210PBSZA01
PBSZA02;Claro;PB;SOUSA;RUA JOAQUIM PINTO NETO, S/N ESTAÇÃO;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;CLARO;202210;202210PBSZA02
PBSZA03;Claro;PB;SOUSA;RUA GUALBERTO FILHO, S/N CENTRO;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;CLARO;202210;202210PBSZA03
PBSZA05;Claro;PB;SOUSA;RUA FRANCISCA IRAN DE SOUSA, 32 JARDIM IRACEMA;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;COMPARTILHADO;202210;202210PBSZA05
PBSZA06;Claro;PB;SOUSA;RUA PROJETADA, S/N ALTO DO CRUZEIRO;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;COMPARTILHADO;202210;202210PBSZA06
PBSZA11;Claro;PB;SOUSA;RUA JOÃO GUALBERTO, S/N CENTRO;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;COMPARTILHADO;202210;202210PBSZA11
PBSZA91;Claro;PB;SOUSA;RUA CORONEL JOSÉ VICENTE, S/N CENTRO;;0.0;INDETERMINADO;202210;202210PBSZA91
PBSZAR1;Claro;PB;SOUSA;RUA PROJETADA 2, S/N PROJETO MARIZ;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;CLARO;202210;202210PBSZAR1
PBTAB01;Claro;PB;JOÃO PESSOA;RUA PAULO ROBERTO DE SOUZA ACCIOLY, LOTE 14 BESSA;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBTAB01
PBTAB02;Claro;PB;JOÃO PESSOA;AVENIDA MARIA ROSA, 441 MANAIRA;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBTAB02
PBTAB03;Claro;PB;JOÃO PESSOA;RUA MARIA JOSÉ NORONHA TEIXEIRA, 155 BESSA;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBTAB03
PBTAB05;Claro;PB;JOÃO PESSOA;AVENIDA UMBUZEIRO, 1164 MANAIRA;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBTAB05
PBTAB07;Claro;PB;JOÃO PESSOA;RUA SEBASTIÃO INTERAMINENSE, 602 BESSA;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBTAB07
PBTAB08;Claro;PB;JOÃO PESSOA;RUA CARPINTEIRO JOÃO JOSÉ SEABRA, S/N PENHA;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBTAB08
PBTAB09;Claro;PB;JOÃO PESSOA;AVENIDA INFANTE DOM HENRIQUE, 100 TAMBAÚ;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBTAB09
PBTAB10;Claro;PB;JOÃO PESSOA;PRAIA DO SOL, S/N BARRA DO GRAMAME;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBTAB10
PBTAB12;Claro;PB;JOÃO PESSOA;AVENIDA INGÁ, 250 MANAÍRA;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBTAB12
PBTAB13;Claro;PB;JOÃO PESSOA;AVENIDA GOVERNADOR FLÁVIO RIBEIRO COUTINHO, 143 MANAÍRA;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBTAB13
PBTAB15;Claro;PB;JOÃO PESSOA;AVENIDA CABO BRANCO, 3380 CABO BRANCO;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBTAB15
PBTAB17;Claro;PB;CABEDELO;RUA QUATROCENTOS E SETENTA E QUATRO, S/N RENASCER II;Ronaldo Belo de Souza;92026804.0;COMPARTILHADO;202210;202210PBTAB17
PBTAB18;Claro;PB;JOÃO PESSOA;R NORBERTO DE CASTRO NOGUEIRA, 505 JARDIM OCEANIA;Ronaldo Belo de Souza;92026804.0;COMPARTILHADO;202210;202210PBTAB18
PBTAB20;Claro;PB;JOÃO PESSOA;RUA MARIA DAS GRAÇAS RIBEIRO DE ALENCAR, S/N BESSA;Ronaldo Belo de Souza;92026804.0;COMPARTILHADO;202210;202210PBTAB20
PBTAB22;Claro;PB;JOÃO PESSOA;RUA PAULO ROBERTO DE SOUZA ACIOLY, S/N BESSA;Ronaldo Belo de Souza;92026804.0;COMPARTILHADO;202210;202210PBTAB22
PBTAB23;Claro;PB;JOÃO PESSOA;RUA ANTONIO FRANCISCANO DO AMARAL, S/N ALTIPLANO CABO BRANCO;Antonio Eugenio Pereira;32005435.0;COMPARTILHADO;202210;202210PBTAB23
PBTAB24;Claro;PB;JOÃO PESSOA;R JOAQUIM MESQUITA FILHO, 128 JARDIM OCEANIA;Ronaldo Belo de Souza;92026804.0;COMPARTILHADO;202210;202210PBTAB24
PBTAB25;Claro;PB;JOÃO PESSOA;R CASSIMIRO DE ABREU, 393 BRISAMAR;Antonio Eugenio Pereira;32005435.0;COMPARTILHADO;202210;202210PBTAB25
PBTAB26;Claro;PB;JOÃO PESSOA;AV MONSENHOR ODILON COUTINHO, 305 CABO BRANCO;Antonio Eugenio Pereira;32005435.0;COMPARTILHADO;202210;202210PBTAB26
PBTAB27;Claro;PB;JOÃO PESSOA;R LUZINETE FORMIGA DE LUCENA, 29 PORTAL DO SOL;Antonio Eugenio Pereira;32005435.0;COMPARTILHADO;202210;202210PBTAB27
PBTAB28;Claro;PB;JOÃO PESSOA;R JOSÉ MENEZES CAVALCANTI, S/N PORTAL DO SOL;Antonio Eugenio Pereira;32005435.0;COMPARTILHADO;202210;202210PBTAB28
PBTABI1;Claro;PB;JOÃO PESSOA;AVENIDA GOVERNADOR FLÁVIO RIBEIRO COUTINHO, 805 MANAIRA;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBTABI1
PBTABI2;Claro;PB;JOÃO PESSOA;AV GOVERNADOR FLÁVIO RIBEIRO COUTINHO, 115 MANAÍRA;Ronaldo Belo de Souza;92026804.0;COMPARTILHADO;202210;202210PBTABI2
PBTBU01;Claro;PB;JOÃO PESSOA;AVENIDA JULIA FREIRE, 2504 TAMBAUZINHO;;0.0;INDETERMINADO;202210;202210PBTBU01
PBTIM02;Claro;PB;JOÃO PESSOA;RUA PORFÍRIO COSTA, S/N ILHA DO BISPO?;;0.0;INDETERMINADO;202210;202210PBTIM02
PBTRU01;Claro;PB;TRIUNFO;R BERNARDINO BATISTA DA SILVEIRA, S/N CENTRO;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;;202210;202210PBTRU01
PBTXE01;Claro;PB;TEIXEIRA;RUA MARIA MADALENA GOMES, S/N VILA FELIZ;Diogo De Farias Oliveira;92033181.0;CLARO;202210;202210PBTXE01
PBUIN01;Claro;PB;UIRAÚNA;RUA JOSÉ VIEIRA BUJARY, S/N CENTRO;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;CLARO;202210;202210PBUIN01
PBVAR01;Claro;PB;JOÃO PESSOA;AVENIDA PRESIDENTE GETÚLIO VARGAS, 109 CENTRO;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBVAR01
PBVAR02;Claro;PB;JOÃO PESSOA;RUA MANOEL MADRUGADA, 7 B. DOS ESTADOS;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBVAR02
PBVAR03;Claro;PB;JOÃO PESSOA;RUA DOM SANTINO COUTINHO, S/N TORRE;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBVAR03
PBVAR04;Claro;PB;JOÃO PESSOA;RUA RIACHUELO, S/N CENTRO;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBVAR04
PBVAR05;Claro;PB;JOÃO PESSOA;RUA JOAQUIM HARDMAN, S/N JAGUARIBE;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBVAR05
PBVAR06;Claro;PB;JOÃO PESSOA;RUA JÚLIA FREIRE, S/N EXPEDICIONÁRIOS;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBVAR06
PBVAR07;Claro;PB;JOÃO PESSOA;AVENIDA JOÃO MACHADO, 849 CENTRO;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBVAR07
PBVAR08;Claro;PB;JOÃO PESSOA;RUA JOÃO DE BRITO LIMA MOURA, 200 MANDACARU;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBVAR08
PBVAR09;Claro;PB;JOÃO PESSOA;CAMPUS UNIVERSIDADE FEDERAL DA PARAIBA - CAMPOS I, S/N CASTELO BRANCO;Antonio Eugenio Pereira;32005435.0;COMPARTILHADO;202210;202210PBVAR09
PBVAR10;Claro;PB;JOÃO PESSOA;RUA PADRE AYRES, S/N MIRAMAR;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBVAR10
PBVAR11;Claro;PB;JOÃO PESSOA;RUA CEL OTTO FEIO DA SILVEIRA, 478 PEDRO GONDIM;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBVAR11
PBVAR12;Claro;PB;JOÃO PESSOA;RUA CORONEL JOCA VELHO, S/N ALTO DO MATEUS;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBVAR12
PBVAR13;Claro;PB;JOÃO PESSOA;RUA IRMÃ ELVIRA MALAGUTE, S/N ESTADOS;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBVAR13
PBVAR14;Claro;PB;JOÃO PESSOA;AVENIDA MANOEL DEODATO, 125 TORRE;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBVAR14
PBVAR15;Claro;PB;JOÃO PESSOA;RUA DAS TRINCHEIRAS, 398 CENTRO;Antonio Eugenio Pereira;32005435.0;COMPARTILHADO;202210;202210PBVAR15
PBVAR16;Claro;PB;JOÃO PESSOA;RUA LUZITÂNIA, S/N ROGER;Antonio Eugenio Pereira;32005435.0;COMPARTILHADO;202210;202210PBVAR16
PBVAR17;Claro;PB;JOÃO PESSOA;R MAIA, 32 BRISAMAR;Antonio Eugenio Pereira;32005435.0;;202210;202210PBVAR17
PBVAR24;Claro;PB;JOÃO PESSOA;RUA ALVARINO MACIEL, S/N TREZE DE MAIO;Antonio Eugenio Pereira;32005435.0;COMPARTILHADO;202210;202210PBVAR24
PBVAR27;Claro;PB;JOÃO PESSOA;AVENIDA MAXIMIANO FIGUEIREDO, 53 CENTRO;Antonio Eugenio Pereira;32005435.0;COMPARTILHADO;202210;202210PBVAR27
PBVAR28;Claro;PB;JOÃO PESSOA;R PLÁCIDO DE AZEVEDO RIBEIRO, 155 ALTIPLANO CABO BLANCO;Antonio Eugenio Pereira;32005435.0;COMPARTILHADO;202210;202210PBVAR28
PBVAR29;Claro;PB;JOÃO PESSOA;R AÍRTON MARTINS DA SILVA, 239 CASTELO BRANCO;Antonio Eugenio Pereira;32005435.0;COMPARTILHADO;202210;202210PBVAR29
PBVAR30;Claro;PB;JOÃO PESSOA;R CÔNEGO VICENTE PIMENTEL, 237 VARJÃO;Antonio Eugenio Pereira;32005435.0;COMPARTILHADO;202210;202210PBVAR30
PBVAR90;Claro;PB;JOÃO PESSOA;AVENIDA DAS TRINCHEIRAS, 398 CENTRO;;0.0;COMPARTILHADO;202210;202210PBVAR90
PBVAR91;Claro;PB;JOÃO PESSOA;AVENIDA EPITACIO PESSOA, 1152 ZONA RURAL;;0.0;CLARO;202210;202210PBVAR91
PBVAR92;Claro;PB;JOÃO PESSOA;AVENIDA VISCONDE DE PELOTAS, 259 CENTRO;;0.0;INDETERMINADO;202210;202210PBVAR92
PBVAR93;Claro;PB;JOÃO PESSOA;AVENIDA EPITÁSSIO PESSOA, 1487 A DEFINIR;;0.0;COMPARTILHADO;202210;202210PBVAR93
PBVARI1;Claro;PB;JOÃO PESSOA;RUA SANTO ELIAS, S/N CENTRO;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBVARI1
PEAAB01;Claro;PE;ARAÇOIABA;RUA DESEMBARGADOR AGOSTINHO NUNES MACHADO, S/N CENTRO;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEAAB01
PEAAB02;Claro;PE;ARAÇOIABA;RUA NOVA, 950 CENTRO;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEAAB02
PEABU01;Claro;PE;ABREU E LIMA;RUA GENERAL ABREU E LIMA, S/N CAETES VELHO;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEABU01
PEABU02;Claro;PE;ABREU E LIMA;AVENIDA PRESIDENTE CASTELO BRANCO, 36/37 TIMBÓ;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210PEABU02
PEABU03;Claro;PE;ABREU E LIMA;RUA CENTO E SETENTA, 16 CAETÉS I;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEABU03
PEABU04;Claro;PE;IGARASSU;AVENIDA RUBINA, 157-A SANTA LUZIA;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEABU04
PEABU06;Claro;PE;ABREU E LIMA;AVENIDA TEJIPIÓ, 14 DESTERRO;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210PEABU06
PEACV01;Claro;PE;ARCOVERDE;AVENIDA OSWALDO CRUZ, S/N SÃO CRISTÓVÃO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEACV01
PEACV02;Claro;PE;ARCOVERDE;RUA MARIA LUIZA DE LIRA RABELO, S/N SÃO CRISTOVÃO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEACV02
PEACV03;Claro;PE;ARCOVERDE;RUA EMÍLIA DE BRITO, S/N SÃO CRISTÓVÃO;Marcos Emanuel Dos Santos;92034783.0;COMPARTILHADO;202210;202210PEACV03
PEACV04;Claro;PE;ARCOVERDE;AVENIDA PINTO DE CAMPOS, 3 SÃO MIGUEL;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEACV04
PEACV12;Claro;PE;ARCOVERDE;RUA CORONEL ANTÔNIO JAPIASSU, 701 CENTRO;Marcos Emanuel Dos Santos;92034783.0;INDETERMINADO;202210;202210PEACV12
PEACV16;Claro;PE;ARCOVERDE;RUA PROJETADA 2, S/N SÃO CRISTÓVÃO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEACV16
PEACV17;Claro;PE;ARCOVERDE;RUA OITO, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEACV17
PEACV18;Claro;PE;ARCOVERDE;RUA DR. MARIO MELO, S/N SÃO MIGUEL;Marcos Emanuel Dos Santos;92034783.0;COMPARTILHADO;202210;202210PEACV18
PEAFI01;Claro;PE;AFOGADOS DA INGAZEIRA;RUA ARTHUR PADILHA, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEAFI01
PEAFI03;Claro;PE;AFOGADOS DA INGAZEIRA;SÍTIO ALTO VERMELHO, S/N ZONA RURAL;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEAFI03
PEAGB01;Claro;PE;ÁGUAS BELAS;RUA TENENTE CLETO CAMPELO, 1 CENTRO;Marcos Emanuel Dos Santos;92034783.0;COMPARTILHADO;202210;202210PEAGB01
PEAGE01;Claro;PE;AGRESTINA;RUA ONZE DE SETEMBRO, S/N ZONA RURAL;Fabio Jose Santos Silva;92051184.0;COMPARTILHADO;202210;202210PEAGE01
PEAGH01;Claro;PE;ALAGOINHA;AVENIDA FREI JERÔNIMO, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEAGH01
PEAGM01;Claro;PE;ANGELIM;RUA FRANCISCO BEZERRA DOS SANTOS, 70 CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEAGM01
PEAGP01;Claro;PE;ÁGUA PRETA;RUA PROJETADA, S/N ALTO DO CRUZEIRO;Jadielson Santos Silva;92042404.0;CLARO;202210;202210PEAGP01
PEAGP02;Claro;PE;ÁGUA PRETA;RUA MARIA DO CARMO MUNIZ, 19 CENTRO;Jadielson Santos Silva;92042404.0;COMPARTILHADO;202210;202210PEAGP02
PEAGP03;Claro;PE;ÁGUA PRETA;RUA PROJETADA 01, S/N NOVA ÁGUA PRETA;Jadielson Santos Silva;92042404.0;COMPARTILHADO;202210;202210PEAGP03
PEAIN01;Claro;PE;ALIANÇA;RUA DOROTEU PEREIRA DE LIMA, S/N CENTRO;Daisy Clistian Rocha;92267152.0;COMPARTILHADO;202210;202210PEAIN01
PEAIN03;Claro;PE;ALIANÇA;RUA DA VAQUEJADA, S/N CENTRO;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PEAIN03
PEAIN04;Claro;PE;ALIANÇA;RUA LUIZ CAVALCANTE DE MELO, 123 CENTRO;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PEAIN04
PEANH01;Claro;PE;ALTINHO;RUA SIQUEIRA CAMPOS, 434 CENTRO;Fabio Jose Santos Silva;92051184.0;CLARO;202210;202210PEANH01
PEARJ01;Claro;PE;AMARAJI;RUA FAUSTO PONTUAL, S/N ALTO DO CRUZEIRO;Fabio Jose Santos Silva;92051184.0;CLARO;202210;202210PEARJ01
PEARR01;Claro;PE;ARARIPINA;RUA PROJETADA, S/N CENTRO;Luciano Silva;32006146.0;CLARO;202210;202210PEARR01
PEARR02;Claro;PE;ARARIPINA;RUA PROJETADA, S/N ALTO DA BOA VISTA;Luciano Silva;32006146.0;CLARO;202210;202210PEARR02
PEARR03;Claro;PE;ARARIPINA;RUA PROFESSOR AGAMENON MAGALHÃES, S/N CENTRO;Luciano Silva;32006146.0;CLARO;202210;202210PEARR03
PEARR04;Claro;PE;ARARIPINA;AVENIDA PERIMETRAL JOSÉ MUNIZ RAMOS, S/N CENTRO;Luciano Silva;32006146.0;CLARO;202210;202210PEARR04
PEARR06;Claro;PE;ARARIPINA;AVENIDA GOVERNADOR MUNIZ FALCÃO, S/N CENTRO;Luciano Silva;32006146.0;CLARO;202210;202210PEARR06
PEARR11;Claro;PE;ARARIPINA;RUA JOAQUIM ALVES DE CASTRO, 1 CENTRO;Luciano Silva;32006146.0;INDETERMINADO;202210;202210PEARR11
PEARR12;Claro;PE;ARARIPINA;RUA JOSÉ SARAIVA, S/N CENTRO;Luciano Silva;32006146.0;CLARO;202210;202210PEARR12
